,ATLA-ATLA,ATLA-CHIN,ATLA-DNVR,ATLA-HSTN,ATLA-IPLS,ATLA-KSCY,ATLA-LOSA,ATLA-NYCM,ATLA-SNVA,ATLA-STTL,ATLA-WASH,CHIN-ATLA,CHIN-CHIN,CHIN-DNVR,CHIN-HSTN,CHIN-IPLS,CHIN-KSCY,CHIN-LOSA,CHIN-NYCM,CHIN-SNVA,CHIN-STTL,CHIN-WASH,DNVR-ATLA,DNVR-CHIN,DNVR-DNVR,DNVR-HSTN,DNVR-IPLS,DNVR-KSCY,DNVR-LOSA,DNVR-NYCM,DNVR-SNVA,DNVR-STTL,DNVR-WASH,HSTN-ATLA,HSTN-CHIN,HSTN-DNVR,HSTN-HSTN,HSTN-IPLS,HSTN-KSCY,HSTN-LOSA,HSTN-NYCM,HSTN-SNVA,HSTN-STTL,HSTN-WASH,IPLS-ATLA,IPLS-CHIN,IPLS-DNVR,IPLS-HSTN,IPLS-IPLS,IPLS-KSCY,IPLS-LOSA,IPLS-NYCM,IPLS-SNVA,IPLS-STTL,IPLS-WASH,KSCY-ATLA,KSCY-CHIN,KSCY-DNVR,KSCY-HSTN,KSCY-IPLS,KSCY-KSCY,KSCY-LOSA,KSCY-NYCM,KSCY-SNVA,KSCY-STTL,KSCY-WASH,LOSA-ATLA,LOSA-CHIN,LOSA-DNVR,LOSA-HSTN,LOSA-IPLS,LOSA-KSCY,LOSA-LOSA,LOSA-NYCM,LOSA-SNVA,LOSA-STTL,LOSA-WASH,NYCM-ATLA,NYCM-CHIN,NYCM-DNVR,NYCM-HSTN,NYCM-IPLS,NYCM-KSCY,NYCM-LOSA,NYCM-NYCM,NYCM-SNVA,NYCM-STTL,NYCM-WASH,SNVA-ATLA,SNVA-CHIN,SNVA-DNVR,SNVA-HSTN,SNVA-IPLS,SNVA-KSCY,SNVA-LOSA,SNVA-NYCM,SNVA-SNVA,SNVA-STTL,SNVA-WASH,STTL-ATLA,STTL-CHIN,STTL-DNVR,STTL-HSTN,STTL-IPLS,STTL-KSCY,STTL-LOSA,STTL-NYCM,STTL-SNVA,STTL-STTL,STTL-WASH,WASH-ATLA,WASH-CHIN,WASH-DNVR,WASH-HSTN,WASH-IPLS,WASH-KSCY,WASH-LOSA,WASH-NYCM,WASH-SNVA,WASH-STTL,WASH-WASH
2003-09-02 17:20:00,34346455.0,37470370.0,9017644.0,28377606.0,40815030.0,19729078.0,12394065.0,27086501.0,6521863.0,11308395.0,71944082.0,30894343.0,18642837.0,7523299.0,7422192.0,42792635.0,12159778.0,27532141.0,29710541.0,14046804.0,5006067.0,26177364.0,14830189.0,22430155.0,7230866.0,6520342.0,34131739.0,16611160.0,15290170.0,37839522.0,5017483.0,6370779.0,19725944.0,8905940.0,10093948.0,4906876.0,5349669.0,7996659.0,3680179.0,5040929.0,4642414.0,2342377.0,2057050.0,12965211.0,34789271.0,83956328.0,28976727.0,17871471.0,61374838.0,18513872.0,31390821.0,75034521.0,9858392.0,19212913.0,85129306.0,7162814.0,16377289.0,5991111.0,6967064.0,22129285.0,6379105.0,5466495.0,21462108.0,5985973.0,1797206.0,18374089.0,24510913.0,27185856.0,23664873.0,9211283.0,27242792.0,7207701.0,845584.0,44311317.0,8168667.0,10066813.0,32072210.0,31986936.0,97450055.0,35053619.0,12678405.0,69751823.0,27198635.0,36049606.0,144912500.0,33406823.0,22150025.0,100244600.0,10144479.0,20508308.0,8907269.0,6972437.0,39010026.0,9147696.0,23856753.0,112101910.0,31982877.0,41864314.0,20599786.0,11692720.0,17739778.0,10197317.0,2158927.0,19909375.0,2864494.0,10045102.0,35169972.0,17769847.0,1056542.0,12436537.0,55580692.0,57202441.0,35229178.0,16935962.0,65519241.0,24761404.0,35199369.0,69130338.0,16828735.0,17698087.0,170438430.0
2003-09-02 17:30:00,27712884.0,35362469.0,5982617.0,13071644.0,37972949.0,20672823.0,11807730.0,25150342.0,8851051.0,10759094.0,69833901.0,32319951.0,17769630.0,13772021.0,7124574.0,44904980.0,15678873.0,24630462.0,29698743.0,13858404.0,3965576.0,23378954.0,14232983.0,22840070.0,8449433.0,7873607.0,34303259.0,16072143.0,19039376.0,39971734.0,3709796.0,9243376.0,21331899.0,8980572.0,11619415.0,3155043.0,5632566.0,8313932.0,2647905.0,7744279.0,4715866.0,1546352.0,1672856.0,13871576.0,36798649.0,79017938.0,29892337.0,14364647.0,52881623.0,19444968.0,61090847.0,77288360.0,15772803.0,16945659.0,85426585.0,7821510.0,15708146.0,3757324.0,12418744.0,20802248.0,2974679.0,6983915.0,17696938.0,4823573.0,2258061.0,20824617.0,26548190.0,30158677.0,22398503.0,9595935.0,43958932.0,8195671.0,457842.0,46420459.0,7988395.0,8648384.0,33135668.0,27035334.0,99154552.0,35879980.0,12486556.0,68455964.0,24988223.0,40516000.0,151395230.0,41212501.0,19229195.0,98532197.0,10571375.0,18116487.0,4889480.0,7864617.0,22510137.0,9498193.0,27555472.0,115468030.0,39372242.0,42960241.0,19298019.0,12721218.0,14147250.0,7012865.0,2117208.0,17711917.0,3803409.0,11557556.0,38889231.0,15791093.0,1114776.0,12044269.0,62826564.0,63168318.0,32725624.0,16322162.0,69470259.0,25195064.0,30144028.0,86283621.0,17992740.0,17039464.0,159651330.0
2003-09-02 17:40:00,25408299.0,37056177.0,5309450.0,5495226.0,36770288.0,21005676.0,9869936.0,26504116.0,8168916.0,10491849.0,72159255.0,29083469.0,22189217.0,11926760.0,5942577.0,45913670.0,16679041.0,19172116.0,26285180.0,9449399.0,3899297.0,23222149.0,13518037.0,25419395.0,15158494.0,6753289.0,33778582.0,18608370.0,11976458.0,44278894.0,4004508.0,11689479.0,24140082.0,8880695.0,10908370.0,4214243.0,7209282.0,8938703.0,3921268.0,7833460.0,5099276.0,2297423.0,2001031.0,14254346.0,33613404.0,79368761.0,22493360.0,13155356.0,61383601.0,22000585.0,57879274.0,75461020.0,15430200.0,17898348.0,79652578.0,8299106.0,17247277.0,4884738.0,7184632.0,19824394.0,5335386.0,5730947.0,17230913.0,4046598.0,2391321.0,18360839.0,27534937.0,30292025.0,20151805.0,6968803.0,71628119.0,5614460.0,858924.0,44519777.0,7313581.0,10100191.0,34577220.0,29002762.0,106832420.0,34450842.0,8057028.0,63208088.0,26272683.0,40533869.0,151779430.0,40580306.0,20687451.0,99550703.0,21790799.0,22935657.0,4800726.0,7392447.0,20039973.0,8102621.0,31968306.0,113542900.0,36175012.0,46051299.0,20382049.0,9921473.0,12451050.0,6107514.0,2222471.0,13402833.0,5315879.0,10438394.0,37721523.0,14964625.0,830494.0,11172154.0,55982793.0,73869614.0,34540103.0,21342893.0,66290755.0,26431804.0,31064662.0,126594030.0,15680630.0,17550956.0,173020470.0
2003-09-02 17:50:00,22329980.0,48880468.0,5777499.0,8295386.0,32871217.0,20265324.0,9506341.0,26301734.0,6747574.0,11970839.0,87437790.0,21866312.0,24169767.0,11966704.0,5899073.0,45037034.0,15280587.0,16515332.0,28201488.0,9601701.0,4613812.0,18384660.0,13716892.0,26878696.0,26152915.0,6751846.0,36909891.0,16756096.0,11568904.0,45312827.0,3944135.0,13178808.0,24184053.0,8619404.0,9178694.0,4581845.0,5650240.0,7071387.0,4213326.0,7834931.0,5392624.0,2418185.0,1865418.0,16516275.0,40868795.0,77025945.0,22764770.0,16279986.0,63819931.0,24164775.0,22680277.0,75072426.0,15866449.0,16061211.0,73808021.0,10732777.0,13798629.0,8202520.0,3171567.0,22607088.0,6695818.0,6272619.0,22099517.0,3303654.0,1909961.0,17920671.0,25177712.0,27110506.0,20227243.0,6383523.0,70215567.0,6559997.0,1075052.0,43543321.0,7934325.0,10016695.0,29282390.0,24278416.0,102623590.0,35263433.0,10017158.0,68476407.0,37928902.0,40607918.0,151902300.0,38777897.0,20807919.0,103028390.0,11962885.0,24331160.0,4341863.0,8590468.0,20258105.0,12756402.0,27194326.0,111595970.0,37520895.0,44089163.0,21670988.0,10405528.0,13175135.0,6549314.0,3546431.0,12376486.0,5947271.0,11339389.0,38831446.0,17224220.0,728923.0,10605553.0,49823882.0,70890361.0,34073543.0,20969552.0,61297447.0,30456939.0,32696709.0,108827970.0,15659841.0,18920725.0,170139910.0
2003-09-02 18:00:00,18045359.0,30938487.0,7931120.0,7547520.0,32633307.0,19617437.0,12708511.0,22913898.0,7343449.0,10831267.0,73074791.0,23710616.0,21815751.0,11567699.0,4904818.0,46836991.0,12458704.0,19463987.0,31939907.0,6875955.0,4278483.0,22891325.0,14904241.0,25457565.0,16088005.0,6170045.0,44044282.0,14574988.0,6105317.0,40945710.0,3225882.0,9540640.0,21595815.0,6712443.0,9451430.0,4535591.0,6434878.0,5714721.0,3870377.0,9547988.0,6629072.0,5559068.0,2043173.0,16099724.0,42761068.0,78396509.0,26665051.0,22222053.0,60933593.0,27244911.0,54061965.0,73758089.0,15109758.0,21135990.0,73847178.0,8727629.0,13569707.0,6875179.0,2831560.0,24629200.0,5529189.0,7554767.0,27358955.0,2756918.0,2636468.0,20555240.0,25133658.0,26938707.0,21651030.0,7468026.0,74314911.0,8871888.0,536220.0,48357778.0,6734250.0,11545288.0,29666197.0,23766477.0,106415710.0,36197967.0,8457436.0,69802343.0,31383161.0,45096681.0,152196820.0,35871861.0,21533254.0,103449980.0,11097073.0,24343167.0,4353859.0,8367932.0,21119562.0,12579730.0,27967517.0,105905770.0,34575475.0,47131769.0,20781803.0,11472517.0,12675675.0,6168964.0,1975833.0,12185414.0,5989076.0,11005281.0,37552064.0,19140104.0,1022426.0,10889565.0,49138520.0,62091901.0,34819037.0,15413844.0,74095239.0,27427063.0,35536984.0,111401870.0,17141247.0,20145650.0,164066640.0
2003-09-02 18:10:00,28736334.0,31196421.0,12515156.0,6310843.0,35375631.0,17314348.0,19432857.0,25938295.0,6877101.0,8392004.0,76718622.0,24501755.0,18343903.0,11793692.0,7113074.0,43942344.0,14556048.0,22278251.0,34473180.0,6841419.0,5403861.0,22510913.0,15122616.0,20941903.0,16627195.0,6619156.0,42033312.0,14871934.0,8325533.0,36597810.0,5108080.0,8639065.0,24582344.0,4339040.0,9023430.0,5470221.0,6002293.0,6246563.0,4060414.0,9245687.0,8239057.0,7498882.0,1610308.0,17080644.0,42437150.0,85195967.0,25689704.0,27523012.0,56548647.0,34822340.0,56730815.0,73184391.0,12399607.0,24932558.0,74040359.0,8845088.0,16222013.0,3151725.0,1882587.0,17307541.0,7052819.0,7768151.0,26146716.0,2519399.0,2708213.0,23903125.0,25168109.0,34166113.0,25216449.0,11603159.0,61761647.0,7443885.0,1133846.0,48465562.0,7290406.0,11727072.0,33159489.0,32499908.0,106223050.0,34080846.0,10088796.0,75636136.0,25284647.0,46529870.0,149070230.0,30822534.0,22302111.0,96273949.0,10348280.0,25376840.0,5207855.0,11347013.0,23935540.0,9576452.0,28195191.0,113533580.0,33901030.0,43856852.0,21778141.0,12691727.0,14310446.0,6625646.0,2310099.0,14108823.0,3362620.0,11918256.0,38189378.0,18057325.0,1231126.0,11250958.0,60016055.0,66983485.0,37485695.0,18566282.0,78078548.0,25101828.0,35093463.0,136754570.0,18232891.0,19343494.0,161165590.0
2003-09-02 18:20:00,24085059.0,34284551.0,18587845.0,5588161.0,29566616.0,17047383.0,20598887.0,28534329.0,6552023.0,11168820.0,68336220.0,27980103.0,16942887.0,13179379.0,8204391.0,43550769.0,15216606.0,20646539.0,36338323.0,7323590.0,5397638.0,27532199.0,15064756.0,21177052.0,17085907.0,6723756.0,42158683.0,15133276.0,9168409.0,37991522.0,5266169.0,8332808.0,22160667.0,4036379.0,9588993.0,6270451.0,5532824.0,10235727.0,4295828.0,9719289.0,6301284.0,2782342.0,2567469.0,17835188.0,44936143.0,77825577.0,25616169.0,27189843.0,51406756.0,33243478.0,27176030.0,77599647.0,13201614.0,21101270.0,78745933.0,8816165.0,15236904.0,3261737.0,2625220.0,15013736.0,5802331.0,6169355.0,22856118.0,2442679.0,3302411.0,22672940.0,27547174.0,37939806.0,19605209.0,7294532.0,32275683.0,8287019.0,1731986.0,41409908.0,7237805.0,15382073.0,32540727.0,32380356.0,107154090.0,33797637.0,9209491.0,70962316.0,20164078.0,48073546.0,141864180.0,31481204.0,21555905.0,95316509.0,11654937.0,27718258.0,6140755.0,8388157.0,22041763.0,9304154.0,30534928.0,103872280.0,30522754.0,45516413.0,23219234.0,12941283.0,13776382.0,6777723.0,2449329.0,15877900.0,4282689.0,12642330.0,36563064.0,15754051.0,747781.0,9726040.0,69539849.0,68934573.0,41240833.0,22765696.0,75620268.0,27149044.0,41267974.0,107400030.0,21544648.0,19616749.0,165873300.0
2003-09-02 18:30:00,21360226.0,35517855.0,25258303.0,9716466.0,27742518.0,12912692.0,16586702.0,25916021.0,9537103.0,10468001.0,79959505.0,21319957.0,20254630.0,11906276.0,6894022.0,54763222.0,19183014.0,21750789.0,35439554.0,10174328.0,4402140.0,29960165.0,15095538.0,20023599.0,16043024.0,6931349.0,42079788.0,14802710.0,10386800.0,41929696.0,3729040.0,8214686.0,22260216.0,5447939.0,9108343.0,6901666.0,6365245.0,33955038.0,2651368.0,8766109.0,5802524.0,1640764.0,1670452.0,17736955.0,39730047.0,86834616.0,27089604.0,21303323.0,60972446.0,38310123.0,62581618.0,78582114.0,17148033.0,22910111.0,76053229.0,8371696.0,15368752.0,2179930.0,2908004.0,15146629.0,3335524.0,5863478.0,18253522.0,4461865.0,2738784.0,24813846.0,26071793.0,39550761.0,13395468.0,12613795.0,44863605.0,8869618.0,1446467.0,44594899.0,9537992.0,13520200.0,32449694.0,32657061.0,116144250.0,38554374.0,9867712.0,70596350.0,21573735.0,52993984.0,142157250.0,34527731.0,23023825.0,98892533.0,11678865.0,29410455.0,7091712.0,10549430.0,35570080.0,7768531.0,32550765.0,107091610.0,29630936.0,40938164.0,23542842.0,14692999.0,18023091.0,6760800.0,3284579.0,18402723.0,4709577.0,13908494.0,34063986.0,16017854.0,705427.0,11445341.0,56869234.0,66531002.0,39100705.0,20171218.0,76090899.0,25700081.0,41612004.0,107393870.0,23579580.0,20764311.0,165479870.0
2003-09-02 18:40:00,21129472.0,33150967.0,7321441.0,7371937.0,30105113.0,12859177.0,22376741.0,20931242.0,8902028.0,9750733.0,72703631.0,17590236.0,26765007.0,12117494.0,5892492.0,50172452.0,20243967.0,19799775.0,32745554.0,11398296.0,4545570.0,26268470.0,13784932.0,22813902.0,26257714.0,6909478.0,41653358.0,19296020.0,16646965.0,44993310.0,7058910.0,9893071.0,28475673.0,6534415.0,10751037.0,5543180.0,7404721.0,38572701.0,3755475.0,9018904.0,5200601.0,2189525.0,1774733.0,15140663.0,47592658.0,101781680.0,25684439.0,33161400.0,65450144.0,27773554.0,64353701.0,80024968.0,15970871.0,23714086.0,86184855.0,8805198.0,15155803.0,2848109.0,2964625.0,16411148.0,4687803.0,5983438.0,17423170.0,4012345.0,2421684.0,26133120.0,27341741.0,44885057.0,17715300.0,7145737.0,31917900.0,8682360.0,1823412.0,48516202.0,9789274.0,13879845.0,31283353.0,27644655.0,116236100.0,37261525.0,12016641.0,69901869.0,25049367.0,54109702.0,150907290.0,37789633.0,23534894.0,89169615.0,17593493.0,30530075.0,7587116.0,7896218.0,22785400.0,7009361.0,32909923.0,108261120.0,29312206.0,44093117.0,26147693.0,13865768.0,18045117.0,10529634.0,4098415.0,17711934.0,6422054.0,14006228.0,36861583.0,14929829.0,998953.0,11699300.0,53689335.0,73682040.0,46112905.0,26234356.0,75050493.0,25206409.0,39543142.0,104398110.0,24683125.0,20615149.0,165829690.0
2003-09-02 18:50:00,18043531.0,34478545.0,7233267.0,8130864.0,29254701.0,13484721.0,28129881.0,21576773.0,7250182.0,8964234.0,73311823.0,18105170.0,27439944.0,11160318.0,6206760.0,45638872.0,19506802.0,22603087.0,32834883.0,11018308.0,5170240.0,24892554.0,13328674.0,29902373.0,25589463.0,7283062.0,42141536.0,17612685.0,27666827.0,45266836.0,8783518.0,10920636.0,28100356.0,7661359.0,9595531.0,7943391.0,7017414.0,16447997.0,4058821.0,9178071.0,4713862.0,2298189.0,2201583.0,14858658.0,46568056.0,107420310.0,23402321.0,22651013.0,64735137.0,35410313.0,33541164.0,76665399.0,14042666.0,20765322.0,86438769.0,8783293.0,16021725.0,2723629.0,3548677.0,20715594.0,5828864.0,5456229.0,16794498.0,7440902.0,2095257.0,22275449.0,30019205.0,46845842.0,18577603.0,8821008.0,31114358.0,11727635.0,1679960.0,48832587.0,11786763.0,14943382.0,25583466.0,30655754.0,122078750.0,40736096.0,15661998.0,73749069.0,22409026.0,57469014.0,142261370.0,32028282.0,23673080.0,100058420.0,15414996.0,31248200.0,10367195.0,10017062.0,38183617.0,5633984.0,35253032.0,102554080.0,29242830.0,46550453.0,25780260.0,13783167.0,15872156.0,7915406.0,4447380.0,17416408.0,6299225.0,13167636.0,35981160.0,17268204.0,1246453.0,11179766.0,51385295.0,72588402.0,37240705.0,18107243.0,73929176.0,22702262.0,42985161.0,97967372.0,22045327.0,18076323.0,165493480.0
2003-09-02 19:00:00,16929025.0,36358950.0,8609563.0,6820928.0,32195921.0,12075666.0,21171181.0,21710400.0,6979611.0,9266069.0,80796373.0,15914104.0,29208661.0,12772760.0,4140008.0,46187385.0,20230904.0,23873351.0,37556632.0,8890090.0,4526340.0,28572935.0,14298748.0,32009216.0,26197786.0,6734481.0,41961327.0,18514057.0,42603677.0,48354444.0,19430706.0,15913153.0,28658082.0,7848742.0,8088756.0,5261164.0,7050474.0,21052571.0,3130529.0,7857553.0,3341867.0,2184751.0,2555425.0,12442332.0,51066818.0,99408395.0,22933093.0,18126531.0,55527856.0,29038178.0,62472099.0,76715604.0,13069038.0,17485057.0,83733477.0,9096443.0,16459248.0,2414365.0,4449824.0,19429879.0,11323739.0,4729212.0,17860204.0,6727011.0,2303599.0,20100436.0,29206664.0,44433089.0,22783254.0,8696878.0,36341774.0,8912337.0,593128.0,56834704.0,17436444.0,16642912.0,26414441.0,31636294.0,131880860.0,35947559.0,13066976.0,77223755.0,23453119.0,53383270.0,147048150.0,38536535.0,23897432.0,108978720.0,16485151.0,32225038.0,5218324.0,10930503.0,22409856.0,5093324.0,28278427.0,103335170.0,40360147.0,46710635.0,24948734.0,13629867.0,15527015.0,9234773.0,4360391.0,23842732.0,6782052.0,11405706.0,38567433.0,18948653.0,1325539.0,10242502.0,53232323.0,83142448.0,33872969.0,22843197.0,72311011.0,24772107.0,43957807.0,85929126.0,19801647.0,18313190.0,156518460.0
2003-09-02 19:10:00,17356703.0,42105245.0,13258879.0,6787922.0,38828578.0,9966472.0,13855760.0,24533642.0,9089462.0,9806873.0,80827946.0,18772026.0,22851546.0,13526941.0,6110054.0,47062841.0,17495094.0,23002294.0,32624076.0,9457302.0,5585308.0,35001906.0,16517186.0,26450935.0,30037265.0,6770483.0,43530808.0,19191222.0,31391160.0,49969123.0,14076423.0,17507383.0,28532090.0,6674312.0,6904783.0,5761707.0,6315274.0,12632064.0,3530990.0,8076943.0,3136017.0,1859127.0,2810581.0,14858561.0,41482506.0,104447790.0,25658376.0,18784455.0,52270552.0,28455905.0,58761829.0,76582682.0,13571472.0,22816011.0,84068904.0,10173156.0,17778204.0,2860212.0,3393212.0,18270833.0,4330891.0,6856961.0,15592916.0,7201868.0,1883990.0,19361468.0,31459009.0,41207423.0,20309006.0,13158069.0,30455995.0,6669086.0,187372.0,57293909.0,21289848.0,17273684.0,32087147.0,29177464.0,122609670.0,35338667.0,15006193.0,70999265.0,25066276.0,51455582.0,144957960.0,36674513.0,24519692.0,114576130.0,30750726.0,29446326.0,4761779.0,15560940.0,21815355.0,6656774.0,28644919.0,105918010.0,28238297.0,39961788.0,27216979.0,12540154.0,14744221.0,8411061.0,6318377.0,22816865.0,6146545.0,12751467.0,39167136.0,14938136.0,1769774.0,10796738.0,63456011.0,87512358.0,29851252.0,23477407.0,76771571.0,25771558.0,45502184.0,98014784.0,20360818.0,22542673.0,160688160.0
2003-09-02 19:20:00,18724346.0,41941947.0,11769032.0,10301988.0,40364146.0,13067185.0,13738190.0,28075326.0,11948525.0,10141356.0,84607067.0,25364799.0,24755318.0,12315457.0,4992296.0,46454335.0,17029392.0,23842135.0,28778781.0,12896650.0,6337178.0,33085514.0,17504636.0,23943106.0,27855340.0,6451850.0,43217876.0,19441219.0,21597470.0,49489579.0,6520463.0,15821245.0,27518121.0,6826464.0,6589516.0,3804970.0,4785533.0,10885066.0,6082227.0,9482817.0,3923234.0,1774341.0,2382681.0,15510144.0,34664517.0,97865262.0,25794202.0,15366093.0,56406047.0,29120103.0,30617646.0,75731875.0,14851782.0,17394311.0,78905766.0,11028131.0,14870557.0,3348766.0,3380565.0,18502262.0,4209605.0,8554470.0,15491512.0,7563564.0,2211096.0,18263812.0,26203242.0,38937876.0,13982568.0,17433461.0,29987926.0,9347904.0,175972.0,54664899.0,18044508.0,15853572.0,30307490.0,33646768.0,112809880.0,37253382.0,14219732.0,75052268.0,29102194.0,52144797.0,147081270.0,37887620.0,22616000.0,114467560.0,15329668.0,29954448.0,4869912.0,13739996.0,24087155.0,6771182.0,30257554.0,107295120.0,29730422.0,40333581.0,25258798.0,11419824.0,16538937.0,8208855.0,6656377.0,15428048.0,5521539.0,12597589.0,38165626.0,12887639.0,1570993.0,11334852.0,50314538.0,83434934.0,35857222.0,24969683.0,70259463.0,26846383.0,42916712.0,125154270.0,22458597.0,20848852.0,163640340.0
2003-09-02 19:30:00,22452343.0,32098531.0,17836943.0,10988785.0,36969979.0,11363572.0,10886018.0,31356378.0,9470343.0,10342744.0,86303532.0,22056119.0,22735274.0,11681513.0,5639436.0,39926687.0,19552392.0,19919843.0,29571159.0,11309321.0,6291945.0,30840536.0,17347398.0,24350260.0,19885936.0,8846645.0,44509716.0,17869681.0,23314490.0,43390292.0,6887246.0,10765630.0,23933875.0,6840966.0,8718890.0,5952148.0,5237295.0,8331520.0,5775466.0,8591844.0,5501950.0,3041972.0,2350745.0,13767694.0,34160330.0,101876900.0,27918121.0,12679202.0,68704580.0,29277850.0,56224727.0,74138729.0,18804640.0,13149435.0,87687507.0,10269620.0,16795510.0,2693895.0,3665797.0,19828294.0,3040700.0,6461067.0,15818102.0,7003599.0,1964447.0,19003862.0,32534068.0,34985595.0,11890065.0,16795390.0,32650350.0,12934086.0,187014.0,49833096.0,19222782.0,12901777.0,33913991.0,32045349.0,111607920.0,38097059.0,12738795.0,72840770.0,27552648.0,53521140.0,145458680.0,35912386.0,25052524.0,104371860.0,11948387.0,26600492.0,4950817.0,14618640.0,24913753.0,8064471.0,26661067.0,111471960.0,31615099.0,42551735.0,23863775.0,11607353.0,18351369.0,7659227.0,7577703.0,15103399.0,5408125.0,10894474.0,38761218.0,15391125.0,1586956.0,10238490.0,46558700.0,73617879.0,37831117.0,22350846.0,71507538.0,25884954.0,45015253.0,97349757.0,20525574.0,22264775.0,156536500.0
2003-09-02 19:40:00,17646200.0,32377552.0,9180850.0,8866089.0,32025556.0,12375200.0,11658411.0,33033697.0,5854579.0,9914143.0,85782818.0,24150060.0,21382909.0,12519131.0,5514757.0,45254143.0,20549147.0,21032465.0,31540265.0,10950043.0,6799363.0,30286490.0,16472221.0,28741661.0,22561253.0,8158381.0,40770101.0,20511116.0,23206639.0,45352943.0,5848615.0,13132657.0,27136818.0,6816346.0,10945244.0,6230109.0,7227483.0,8917214.0,3194672.0,9517358.0,7815451.0,2091314.0,2093454.0,13141580.0,29624234.0,112354450.0,26943275.0,12580059.0,65022485.0,42048444.0,59114544.0,72653300.0,15293939.0,15557159.0,85946788.0,11270206.0,16777613.0,4510371.0,3979382.0,19832444.0,6012631.0,8776073.0,15857869.0,8274121.0,2033325.0,20069492.0,32804193.0,39026402.0,12090467.0,17423310.0,44095264.0,14545375.0,421360.0,49575176.0,17705358.0,12296398.0,41747857.0,35337360.0,119023090.0,35374070.0,16008301.0,74040565.0,26083278.0,48950705.0,185163140.0,35469239.0,26274142.0,124096030.0,10891775.0,29020175.0,6321825.0,18880768.0,27152050.0,8016225.0,31007952.0,116440960.0,35387405.0,47314678.0,27755072.0,12932433.0,20994446.0,5931415.0,7541867.0,15710211.0,5771776.0,11038603.0,38105170.0,17513564.0,1660677.0,11463416.0,58066650.0,75916526.0,37354212.0,19291432.0,74836619.0,22719173.0,50567778.0,98225912.0,21796462.0,22450263.0,173430090.0
2003-09-02 19:50:00,15547712.0,34145796.0,8486576.0,10948692.0,34146817.0,12268059.0,13140171.0,30090650.0,5480517.0,9766240.0,80574717.0,22412250.0,22180585.0,12240293.0,6599789.0,38285816.0,20467687.0,21400070.0,31728840.0,11368085.0,5160267.0,28600186.0,15471369.0,29946463.0,22997129.0,7336101.0,42424464.0,19240503.0,21200707.0,47223418.0,7277978.0,12893288.0,31659781.0,6651444.0,10317462.0,5734859.0,6975472.0,8924277.0,2911245.0,9120738.0,5909149.0,1376876.0,1924123.0,12451660.0,34847910.0,102175350.0,29403048.0,15860174.0,58653385.0,35701213.0,30401587.0,76233244.0,14805558.0,14345650.0,87522017.0,9907347.0,16103927.0,3156420.0,8133981.0,18558951.0,10639885.0,6934431.0,14669673.0,8215469.0,1965977.0,20464790.0,31835442.0,38663758.0,12863557.0,18364960.0,44742968.0,14234998.0,755431.0,46407185.0,17273792.0,14335640.0,43173061.0,33379133.0,112608940.0,42593178.0,15808773.0,68945362.0,25120954.0,46043363.0,142458820.0,30270093.0,22928243.0,124200610.0,13539936.0,27965679.0,7868079.0,12203251.0,41854308.0,8107693.0,25986181.0,105872880.0,36034010.0,55797689.0,27287887.0,11782385.0,19646308.0,8145006.0,4596833.0,15053718.0,6576669.0,11439164.0,38520252.0,20074888.0,1793230.0,12528267.0,62162492.0,73491190.0,36574708.0,18435728.0,70677769.0,20955438.0,62583853.0,94615182.0,21103528.0,20238177.0,171012730.0
2003-09-02 20:00:00,14903825.0,39297614.0,8307671.0,9731747.0,39942251.0,13022264.0,16858284.0,29300394.0,5053817.0,10513353.0,78711379.0,22668936.0,23605618.0,12259741.0,6520133.0,49093518.0,22269202.0,21778231.0,28358877.0,11051012.0,4875675.0,27484889.0,17594677.0,32856924.0,24161232.0,9600828.0,41071994.0,19497724.0,17746614.0,47103329.0,5656923.0,12513514.0,31517739.0,6718847.0,8644919.0,3663495.0,8129682.0,25324276.0,2771463.0,9372873.0,6240304.0,1697973.0,2844205.0,13680518.0,36116795.0,102058210.0,29227046.0,19373124.0,59550221.0,27716988.0,59592582.0,79840328.0,11947032.0,15525237.0,84940480.0,10503283.0,15905770.0,3124881.0,7782123.0,17634867.0,6583791.0,10622031.0,15361604.0,5743224.0,2335989.0,16480843.0,32246419.0,36049427.0,13204196.0,13016252.0,46739193.0,14468890.0,1103510.0,43589031.0,15540323.0,15132350.0,36841499.0,31897538.0,112862000.0,45216701.0,17861736.0,76785134.0,24840352.0,48194874.0,131603410.0,38641164.0,22020010.0,109728260.0,12010035.0,25099678.0,7359214.0,13752129.0,27723047.0,7318749.0,27864986.0,109587800.0,35273352.0,46415502.0,27853144.0,11526592.0,19881579.0,5577051.0,5106283.0,16045725.0,5991565.0,12283442.0,39090680.0,19693438.0,1613773.0,13360612.0,56061105.0,78418277.0,38587287.0,20977256.0,73772767.0,17830460.0,64997895.0,95664999.0,22013633.0,20564545.0,172157580.0
